Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
[24]     0.0    0.00    0.00       4         void std::_Destroy_aux<false>::__destroy<cl::Device*>(cl::Device*, cl::Device*) [24]
                0.00    0.00       2/4           cl::Device* std::__addressof<cl::Device>(cl::Device&) [26]
                0.00    0.00       2/2           void std::_Destroy<cl::Device>(cl::Device*) [98]
-----------------------------------------------
                0.00    0.00       1/4           std::vector<cl::Device, std::allocator<cl::Device> >::operator=(std::vector<cl::Device, std::allocator<cl::Device> > const&) [216]
                0.00    0.00       1/4           void std::vector<cl::Device, std::allocator<cl::Device> >::_M_assign_aux<_cl_device_id**>(_cl_device_id**, _cl_device_id**, std::forward_iterator_tag) [211]
                0.00    0.00       2/4           std::_Vector_base<cl::Device, std::allocator<cl::Device> >::~_Vector_base() [92]
[25]     0.0    0.00    0.00       4         std::_Vector_base<cl::Device, std::allocator<cl::Device> >::_M_deallocate(cl::Device*, unsigned long) [25]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<cl::Device>::deallocate(cl::Device*, unsigned long) [67]
-----------------------------------------------
                0.00    0.00       1/4           cl::Device* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<cl::Device const*, std::vector<cl::Device, std::allocator<cl::Device> > >, cl::Device*>(__gnu_cxx::__normal_iterator<cl::Device const*, std::vector<cl::Device, std::allocator<cl::Device> > >, __gnu_cxx::__normal_iterator<cl::Device const*, std::vector<cl::Device, std::allocator<cl::Device> > >, cl::Device*) [206]
                0.00    0.00       1/4           cl::Device* std::__uninitialized_copy<false>::__uninit_copy<_cl_device_id**, cl::Device*>(_cl_device_id**, _cl_device_id**, cl::Device*) [207]
                0.00    0.00       2/4           void std::_Destroy_aux<false>::__destroy<cl::Device*>(cl::Device*, cl::Device*) [24]
[26]     0.0    0.00    0.00       4         cl::Device* std::__addressof<cl::Device>(cl::Device&) [26]
-----------------------------------------------
                0.00    0.00       4/4           void std::_Destroy<cl::Device*, cl::Device>(cl::Device*, cl::Device*, std::allocator<cl::Device>&) [28]
[27]     0.0    0.00    0.00       4         void std::_Destroy<cl::Device*>(cl::Device*, cl::Device*) [27]
                0.00    0.00       4/4           void std::_Destroy_aux<false>::__destroy<cl::Device*>(cl::Device*, cl::Device*) [24]
-----------------------------------------------
                0.00    0.00       1/4           std::vector<cl::Device, std::allocator<cl::Device> >::operator=(std::vector<cl::Device, std::allocator<cl::Device> > const&) [216]
                0.00    0.00       1/4           void std::vector<cl::Device, std::allocator<cl::Device> >::_M_assign_aux<_cl_device_id**>(_cl_device_id**, _cl_device_id**, std::forward_iterator_tag) [211]
                0.00    0.00       2/4           std::vector<cl::Device, std::allocator<cl::Device> >::~vector() [96]
[28]     0.0    0.00    0.00       4         void std::_Destroy<cl::Device*, cl::Device>(cl::Device*, cl::Device*, std::allocator<cl::Device>&) [28]
                0.00    0.00       4/4           void std::_Destroy<cl::Device*>(cl::Device*, cl::Device*) [27]
-----------------------------------------------
                0.00    0.00       1/4           void std::_Construct<cl::Device, cl::Device>(cl::Device*, cl::Device const&) [228]
                0.00    0.00       1/4           void std::_Construct<std::pair<char const*, unsigned long>, std::pair<char const*, unsigned long> >(std::pair<char const*, unsigned long>*, std::pair<char const*, unsigned long> const&) [230]
                0.00    0.00       1/4           void std::_Construct<cl::Device, _cl_device_id*>(cl::Device*, _cl_device_id* const&) [227]
                0.00    0.00       1/4           void std::_Construct<cl::Platform, _cl_platform_id*>(cl::Platform*, _cl_platform_id* const&) [229]
[29]     0.0    0.00    0.00       4         operator new(unsigned long, void*) [29]
-----------------------------------------------
                0.00    0.00       3/3           main [6]
[30]     0.0    0.00    0.00       3         cl::Buffer::Buffer(cl::Context const&, unsigned long, unsigned long, void*, int*) [30]
                0.00    0.00       3/7           cl::Memory::Memory() [16]
                0.00    0.00       3/5           cl::detail::Wrapper<_cl_context*>::operator()() const [21]
                0.00    0.00       3/29          cl::detail::errHandler(int, char const*) [10]
-----------------------------------------------
                0.00    0.00       3/3           main [6]
[31]     0.0    0.00    0.00       3         cl::Buffer::Buffer(cl::Buffer const&) [31]
                0.00    0.00       3/3           cl::Memory::Memory(cl::Memory const&) [35]
-----------------------------------------------
                0.00    0.00       3/3           main [6]
[32]     0.0    0.00    0.00       3         cl::Buffer::Buffer() [32]
                0.00    0.00       3/7           cl::Memory::Memory() [16]
-----------------------------------------------
                0.00    0.00       3/3           main [6]
[33]     0.0    0.00    0.00       3         cl::Buffer::operator=(cl::Buffer const&) [33]
                0.00    0.00       3/3           cl::Memory::operator=(cl::Memory const&) [36]
-----------------------------------------------
                0.00    0.00       3/3           main [6]
[34]     0.0    0.00    0.00       3         int cl::Kernel::setArg<cl::Buffer>(unsigned int, cl::Buffer) [34]
                0.00    0.00       3/3           cl::detail::KernelArgumentHandler<cl::Buffer>::ptr(cl::Buffer&) [37]
                0.00    0.00       3/3           cl::detail::KernelArgumentHandler<cl::Buffer>::size(cl::Buffer const&) [38]
                0.00    0.00       3/29          cl::detail::errHandler(int, char const*) [10]
-----------------------------------------------
                0.00    0.00       3/3           cl::Buffer::Buffer(cl::Buffer const&) [31]
[35]     0.0    0.00    0.00       3         cl::Memory::Memory(cl::Memory const&) [35]
                0.00    0.00       3/3           cl::detail::Wrapper<_cl_mem*>::Wrapper(cl::detail::Wrapper<_cl_mem*> const&) [39]
-----------------------------------------------
                0.00    0.00       3/3           cl::Buffer::operator=(cl::Buffer const&) [33]
[36]     0.0    0.00    0.00       3         cl::Memory::operator=(cl::Memory const&) [36]
                0.00    0.00       3/3           cl::detail::Wrapper<_cl_mem*>::operator=(cl::detail::Wrapper<_cl_mem*> const&) [40]
-----------------------------------------------
                0.00    0.00       3/3           int cl::Kernel::setArg<cl::Buffer>(unsigned int, cl::Buffer) [34]
[37]     0.0    0.00    0.00       3         cl::detail::KernelArgumentHandler<cl::Buffer>::ptr(cl::Buffer&) [37]
-----------------------------------------------
                0.00    0.00       3/3           int cl::Kernel::setArg<cl::Buffer>(unsigned int, cl::Buffer) [34]
[38]     0.0    0.00    0.00       3         cl::detail::KernelArgumentHandler<cl::Buffer>::size(cl::Buffer const&) [38]
-----------------------------------------------
                0.00    0.00       3/3           cl::Memory::Memory(cl::Memory const&) [35]
[39]     0.0    0.00    0.00       3         cl::detail::Wrapper<_cl_mem*>::Wrapper(cl::detail::Wrapper<_cl_mem*> const&) [39]
                0.00    0.00       3/29          cl::detail::errHandler(int, char const*) [10]
                0.00    0.00       3/6           cl::detail::Wrapper<_cl_mem*>::retain() const [19]
-----------------------------------------------
                0.00    0.00       3/3           cl::Memory::operator=(cl::Memory const&) [36]
[40]     0.0    0.00    0.00       3         cl::detail::Wrapper<_cl_mem*>::operator=(cl::detail::Wrapper<_cl_mem*> const&) [40]
                0.00    0.00       3/6           cl::detail::Wrapper<_cl_mem*>::retain() const [19]
                0.00    0.00       3/29          cl::detail::errHandler(int, char const*) [10]
-----------------------------------------------
                0.00    0.00       1/3           cl::NDRange::NDRange() [149]
                0.00    0.00       2/3           cl::NDRange::NDRange(unsigned long) [65]
[41]     0.0    0.00    0.00       3         cl::size_t<3>::size_t() [41]
-----------------------------------------------
                0.00    0.00       1/3           cl::Program::build(std::vector<cl::Device, std::allocator<cl::Device> > const&, char const*, void (*)(_cl_program*, void*), void*) const [179]
                0.00    0.00       1/3           cl::CommandQueue::CommandQueue(cl::Context const&, cl::Device const&, unsigned long, int*) [104]
                0.00    0.00       1/3           int cl::Program::getBuildInfo<std::string>(cl::Device const&, unsigned int, std::string*) const [178]
[42]     0.0    0.00    0.00       3         cl::detail::Wrapper<_cl_device_id*>::operator()() const [42]
-----------------------------------------------
                0.00    0.00       3/3           cl::CommandQueue::enqueueNDRangeKernel(cl::Kernel const&, cl::NDRange const&, cl::NDRange const&, cl::NDRange const&, std::vector<cl::Event, std::allocator<cl::Event> > const*, cl::Event*) const [165]
[43]     0.0    0.00    0.00       3         cl::NDRange::dimensions() const [43]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<cl::Device, std::allocator<cl::Device> >::operator=(std::vector<cl::Device, std::allocator<cl::Device> > const&) [216]
                0.00    0.00       2/3           cl::Program::build(std::vector<cl::Device, std::allocator<cl::Device> > const&, char const*, void (*)(_cl_program*, void*), void*) const [179]
[44]     0.0    0.00    0.00       3         std::vector<cl::Device, std::allocator<cl::Device> >::size() const [44]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<cl::Platform, std::allocator<cl::Platform> >::~vector() [222]
                0.00    0.00       1/3           void std::vector<cl::Platform, std::allocator<cl::Platform> >::_M_assign_aux<_cl_platform_id**>(_cl_platform_id**, _cl_platform_id**, std::forward_iterator_tag) [217]
                0.00    0.00       1/3           cl::Platform* std::vector<cl::Platform, std::allocator<cl::Platform> >::_M_allocate_and_copy<_cl_platform_id**>(unsigned long, _cl_platform_id**, _cl_platform_id**) [219]
[45]     0.0    0.00    0.00       3         std::_Vector_base<cl::Platform, std::allocator<cl::Platform> >::_M_get_Tp_allocator() [45]
-----------------------------------------------
                0.00    0.00       1/3           int cl::detail::getInfoHelper<cl::detail::GetInfoFunctor0<int (*)(_cl_context*, unsigned int, unsigned long, void*, unsigned long*), _cl_context*>, cl::Device>(cl::detail::GetInfoFunctor0<int (*)(_cl_context*, unsigned int, unsigned long, void*, unsigned long*), _cl_context*>, unsigned int, std::vector<cl::Device, std::allocator<cl::Device> >*, int, cl::Device::cl_type) [119]
                0.00    0.00       2/3           main [6]
[46]     0.0    0.00    0.00       3         std::vector<cl::Device, std::allocator<cl::Device> >::operator[](unsigned long) [46]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<cl::Device>(cl::Device*) [98]
[47]     0.0    0.00    0.00       2         cl::Device::~Device() [47]
                0.00    0.00       2/2           cl::detail::Wrapper<_cl_device_id*>::~Wrapper() [58]
-----------------------------------------------
                0.00    0.00       2/2           int cl::detail::getInfoHelper<cl::detail::GetInfoFunctor0<int (*)(_cl_context*, unsigned int, unsigned long, void*, unsigned long*), _cl_context*>, cl::Device>(cl::detail::GetInfoFunctor0<int (*)(_cl_context*, unsigned int, unsigned long, void*, unsigned long*), _cl_context*>, unsigned int, std::vector<cl::Device, std::allocator<cl::Device> >*, int, cl::Device::cl_type) [119]
[48]     0.0    0.00    0.00       2         cl::detail::GetInfoFunctor0<int (*)(_cl_context*, unsigned int, unsigned long, void*, unsigned long*), _cl_context*>::operator()(unsigned int, unsigned long, void*, unsigned long*) [48]
-----------------------------------------------
                0.00    0.00       2/2           int cl::detail::getInfoHelper<cl::detail::GetInfoFunctor1<int (*)(_cl_program*, _cl_device_id*, unsigned int, unsigned long, void*, unsigned long*), _cl_program*, _cl_device_id*> >(cl::detail::GetInfoFunctor1<int (*)(_cl_program*, _cl_device_id*, unsigned int, unsigned long, void*, unsigned long*), _cl_program*, _cl_device_id*>, unsigned int, std::string*, long) [120]
[49]     0.0    0.00    0.00       2         cl::detail::GetInfoFunctor1<int (*)(_cl_program*, _cl_device_id*, unsigned int, unsigned long, void*, unsigned long*), _cl_program*, _cl_device_id*>::operator()(unsigned int, unsigned long, void*, unsigned long*) [49]
-----------------------------------------------
                0.00    0.00       2/2           cl::detail::Wrapper<_cl_program*>::release() const [76]
[50]     0.0    0.00    0.00       2         cl::detail::ReferenceHandler<_cl_program*>::release(_cl_program*) [50]
-----------------------------------------------
                0.00    0.00       2/2           cl::detail::Wrapper<_cl_device_id*>::retain() const [77]
[51]     0.0    0.00    0.00       2         cl::detail::ReferenceHandler<_cl_device_id*>::retain(_cl_device_id*) [51]
-----------------------------------------------
                0.00    0.00       2/2           cl::detail::Wrapper<_cl_device_id*>::release() const [78]
[52]     0.0    0.00    0.00       2         cl::detail::ReferenceHandler<_cl_device_id*>::release(_cl_device_id*) [52]
-----------------------------------------------
                0.00    0.00       1/2           cl::Context::Context(unsigned long, long*, void (*)(char const*, void const*, unsigned long, void*), void*, int*) [144]
                0.00    0.00       1/2           cl::Context::Context() [145]
[53]     0.0    0.00    0.00       2         cl::detail::Wrapper<_cl_context*>::Wrapper() [53]
-----------------------------------------------
                0.00    0.00       2/2           cl::Context::~Context() [146]
[54]     0.0    0.00    0.00       2         cl::detail::Wrapper<_cl_context*>::~Wrapper() [54]
                0.00    0.00       1/1           cl::detail::Wrapper<_cl_context*>::release() const [169]
-----------------------------------------------
                0.00    0.00       1/2           cl::Program::Program(cl::Context const&, std::vector<std::pair<char const*, unsigned long>, std::allocator<std::pair<char const*, unsigned long> > > const&, int*) [150]
                0.00    0.00       1/2           cl::Program::Program() [151]
[55]     0.0    0.00    0.00       2         cl::detail::Wrapper<_cl_program*>::Wrapper() [55]
-----------------------------------------------
                0.00    0.00       2/2           cl::Program::~Program() [66]
[56]     0.0    0.00    0.00       2         cl::detail::Wrapper<_cl_program*>::~Wrapper() [56]
                0.00    0.00       2/2           cl::detail::Wrapper<_cl_program*>::release() const [76]
-----------------------------------------------
                0.00    0.00       1/2           cl::detail::Wrapper<_cl_device_id*>::Wrapper(_cl_device_id* const&) [134]
                0.00    0.00       1/2           cl::detail::Wrapper<_cl_device_id*>::Wrapper(cl::detail::Wrapper<_cl_device_id*> const&) [135]
[57]     0.0    0.00    0.00       2         cl::detail::Wrapper<_cl_device_id*>::isReferenceCountable(_cl_device_id*) [57]
                0.00    0.00       2/2           cl::detail::getDevicePlatformVersion(_cl_device_id*) [63]
-----------------------------------------------
                0.00    0.00       2/2           cl::Device::~Device() [47]
[58]     0.0    0.00    0.00       2         cl::detail::Wrapper<_cl_device_id*>::~Wrapper() [58]
                0.00    0.00       2/2           cl::detail::Wrapper<_cl_device_id*>::release() const [78]
-----------------------------------------------
                0.00    0.00       1/2           cl::CommandQueue::CommandQueue(cl::Context const&, cl::Device const&, unsigned long, int*) [104]
                0.00    0.00       1/2           cl::CommandQueue::CommandQueue() [105]
[59]     0.0    0.00    0.00       2         cl::detail::Wrapper<_cl_command_queue*>::Wrapper() [59]
-----------------------------------------------
                0.00    0.00       2/2           cl::CommandQueue::~CommandQueue() [106]
[60]     0.0    0.00    0.00       2         cl::detail::Wrapper<_cl_command_queue*>::~Wrapper() [60]
                0.00    0.00       1/1           cl::detail::Wrapper<_cl_command_queue*>::release() const [173]
-----------------------------------------------
                0.00    0.00       2/2           cl::detail::getPlatformVersion(_cl_platform_id*) [62]
[61]     0.0    0.00    0.00       2         cl::detail::getVersion(char const*) [61]
-----------------------------------------------
                0.00    0.00       2/2           cl::detail::getDevicePlatformVersion(_cl_device_id*) [63]
[62]     0.0    0.00    0.00       2         cl::detail::getPlatformVersion(_cl_platform_id*) [62]
                0.00    0.00       2/2           cl::detail::getVersion(char const*) [61]
-----------------------------------------------
                0.00    0.00       2/2           cl::detail::Wrapper<_cl_device_id*>::isReferenceCountable(_cl_device_id*) [57]
[63]     0.0    0.00    0.00       2         cl::detail::getDevicePlatformVersion(_cl_device_id*) [63]
                0.00    0.00       2/2           cl::detail::getPlatformVersion(_cl_platform_id*) [62]
-----------------------------------------------
                0.00    0.00       2/2           cl::NDRange::NDRange(unsigned long) [65]
[64]     0.0    0.00    0.00       2         cl::size_t<3>::operator[](int) [64]
-----------------------------------------------
                0.00    0.00       2/2           main [6]
[65]     0.0    0.00    0.00       2         cl::NDRange::NDRange(unsigned long) [65]
                0.00    0.00       2/3           cl::size_t<3>::size_t() [41]
                0.00    0.00       2/2           cl::size_t<3>::operator[](int) [64]
-----------------------------------------------
                0.00    0.00       2/2           main [6]
[66]     0.0    0.00    0.00       2         cl::Program::~Program() [66]
                0.00    0.00       2/2           cl::detail::Wrapper<_cl_program*>::~Wrapper() [56]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<cl::Device, std::allocator<cl::Device> >::_M_deallocate(cl::Device*, unsigned long) [25]
[67]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<cl::Device>::deallocate(cl::Device*, unsigned long) [67]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<cl::Device, std::allocator<cl::Device> >::_M_allocate(unsigned long) [88]
[68]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<cl::Device>::allocate(unsigned long, void const*) [68]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<cl::Device>::max_size() const [81]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<cl::Device>::allocator() [84]
[69]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<cl::Device>::new_allocator() [69]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<cl::Device>::~allocator() [85]
[70]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<cl::Device>::~new_allocator() [70]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<std::pair<char const*, unsigned long> >::~allocator() [86]
[71]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::pair<char const*, unsigned long> >::~new_allocator() [71]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<cl::Device, std::allocator<cl::Device> >::begin() const [184]
                0.00    0.00       1/2           std::vector<cl::Device, std::allocator<cl::Device> >::end() const [183]
[72]     0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<cl::Device const*, std::vector<cl::Device, std::allocator<cl::Device> > >::__normal_iterator(cl::Device const* const&) [72]
-----------------------------------------------
                0.00    0.00       2/2           cl::Device* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<cl::Device const*, std::vector<cl::Device, std::allocator<cl::Device> > >, cl::Device*>(__gnu_cxx::__normal_iterator<cl::Device const*, std::vector<cl::Device, std::allocator<cl::Device> > >, __gnu_cxx::__normal_iterator<cl::Device const*, std::vector<cl::Device, std::allocator<cl::Device> > >, cl::Device*) [206]
[73]     0.0    0.00    0.00       2         bool __gnu_cxx::operator!=<cl::Device const*, std::vector<cl::Device, std::allocator<cl::Device> > >(__gnu_cxx::__normal_iterator<cl::Device const*, std::vector<cl::Device, std::allocator<cl::Device> > > const&, __gnu_cxx::__normal_iterator<cl::Device const*, std::vector<cl::Device, std::allocator<cl::Device> > > const&) [73]
                0.00    0.00       4/4           __gnu_cxx::__normal_iterator<cl::Device const*, std::vector<cl::Device, std::allocator<cl::Device> > >::base() const [23]
-----------------------------------------------
                0.00    0.00       2/2           main [6]
[74]     0.0    0.00    0.00       2         cl::CommandQueue::enqueueReadBuffer(cl::Buffer const&, unsigned int, unsigned long, unsigned long, void*, std::vector<cl::Event, std::allocator<cl::Event> > const*, cl::Event*) const [74]
                0.00    0.00       2/4           cl::detail::Wrapper<_cl_mem*>::operator()() const [22]
                0.00    0.00       2/29          cl::detail::errHandler(int, char const*) [10]
-----------------------------------------------
                0.00    0.00       2/2           main [6]
[75]     0.0    0.00    0.00       2         cl::CommandQueue::enqueueWriteBuffer(cl::Buffer const&, unsigned int, unsigned long, unsigned long, void const*, std::vector<cl::Event, std::allocator<cl::Event> > const*, cl::Event*) const [75]
                0.00    0.00       2/4           cl::detail::Wrapper<_cl_mem*>::operator()() const [22]
                0.00    0.00       2/29          cl::detail::errHandler(int, char const*) [10]
-----------------------------------------------
                0.00    0.00       2/2           cl::detail::Wrapper<_cl_program*>::~Wrapper() [56]
[76]     0.0    0.00    0.00       2         cl::detail::Wrapper<_cl_program*>::release() const [76]
                0.00    0.00       2/2           cl::detail::ReferenceHandler<_cl_program*>::release(_cl_program*) [50]
-----------------------------------------------
                0.00    0.00       1/2           cl::detail::Wrapper<_cl_device_id*>::Wrapper(cl::detail::Wrapper<_cl_device_id*> const&) [135]
                0.00    0.00       1/2           int cl::detail::getInfoHelper<cl::detail::GetInfoFunctor0<int (*)(_cl_context*, unsigned int, unsigned long, void*, unsigned long*), _cl_context*>, cl::Device>(cl::detail::GetInfoFunctor0<int (*)(_cl_context*, unsigned int, unsigned long, void*, unsigned long*), _cl_context*>, unsigned int, std::vector<cl::Device, std::allocator<cl::Device> >*, int, cl::Device::cl_type) [119]
[77]     0.0    0.00    0.00       2         cl::detail::Wrapper<_cl_device_id*>::retain() const [77]
                0.00    0.00       2/2           cl::detail::ReferenceHandler<_cl_device_id*>::retain(_cl_device_id*) [51]
-----------------------------------------------
                0.00    0.00       2/2           cl::detail::Wrapper<_cl_device_id*>::~Wrapper() [58]
[78]     0.0    0.00    0.00       2         cl::detail::Wrapper<_cl_device_id*>::release() const [78]
                0.00    0.00       2/2           cl::detail::ReferenceHandler<_cl_device_id*>::release(_cl_device_id*) [52]
-----------------------------------------------
                0.00    0.00       2/2           cl::NDRange::operator unsigned long const*() const [80]
[79]     0.0    0.00    0.00       2         cl::size_t<3>::operator unsigned long const*() const [79]
-----------------------------------------------
                0.00    0.00       2/2           cl::CommandQueue::enqueueNDRangeKernel(cl::Kernel const&, cl::NDRange const&, cl::NDRange const&, cl::NDRange const&, std::vector<cl::Event, std::allocator<cl::Event> > const*, cl::Event*) const [165]
[80]     0.0    0.00    0.00       2         cl::NDRange::operator unsigned long const*() const [80]
                0.00    0.00       2/2           cl::size_t<3>::operator unsigned long const*() const [79]
-----------------------------------------------
                0.00    0.00       2/2           __gnu_cxx::new_allocator<cl::Device>::allocate(unsigned long, void const*) [68]
[81]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<cl::Device>::max_size() const [81]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<cl::Device, std::allocator<cl::Device> >::operator=(std::vector<cl::Device, std::allocator<cl::Device> > const&) [216]
                0.00    0.00       1/2           void std::vector<cl::Device, std::allocator<cl::Device> >::_M_assign_aux<_cl_device_id**>(_cl_device_id**, _cl_device_id**, std::forward_iterator_tag) [211]
[82]     0.0    0.00    0.00       2         std::vector<cl::Device, std::allocator<cl::Device> >::capacity() const [82]
-----------------------------------------------
                0.00    0.00       2/2           cl::Program::Program(cl::Context const&, std::vector<std::pair<char const*, unsigned long>, std::allocator<std::pair<char const*, unsigned long> > > const&, int*) [150]
[83]     0.0    0.00    0.00       2         std::vector<std::pair<char const*, unsigned long>, std::allocator<std::pair<char const*, unsigned long> > >::operator[](unsigned long) const [83]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<cl::Device, std::allocator<cl::Device> >::_Vector_impl::_Vector_impl() [89]
[84]     0.0    0.00    0.00       2         std::allocator<cl::Device>::allocator() [84]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<cl::Device>::new_allocator() [69]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<cl::Device, std::allocator<cl::Device> >::_Vector_impl::~_Vector_impl() [90]
[85]     0.0    0.00    0.00       2         std::allocator<cl::Device>::~allocator() [85]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<cl::Device>::~new_allocator() [70]
-----------------------------------------------
                0.00    0.00       1/2           main [6]
                0.00    0.00       1/2           std::_Vector_base<std::pair<char const*, unsigned long>, std::allocator<std::pair<char const*, unsigned long> > >::_Vector_impl::~_Vector_impl() [201]
[86]     0.0    0.00    0.00       2         std::allocator<std::pair<char const*, unsigned long> >::~allocator() [86]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::pair<char const*, unsigned long> >::~new_allocator() [71]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<cl::Platform*>(cl::Platform*, cl::Platform*) [99]
[87]     0.0    0.00    0.00       2         void std::_Destroy_aux<false>::__destroy<cl::Platform*>(cl::Platform*, cl::Platform*) [87]
                0.00    0.00       1/2           cl::Platform* std::__addressof<cl::Platform>(cl::Platform&) [97]
                0.00    0.00       1/1           void std::_Destroy<cl::Platform>(cl::Platform*) [244]
-----------------------------------------------
                0.00    0.00       1/2           cl::Device* std::vector<cl::Device, std::allocator<cl::Device> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<cl::Device const*, std::vector<cl::Device, std::allocator<cl::Device> > > >(unsigned long, __gnu_cxx::__normal_iterator<cl::Device const*, std::vector<cl::Device, std::allocator<cl::Device> > >, __gnu_cxx::__normal_iterator<cl::Device const*, std::vector<cl::Device, std::allocator<cl::Device> > >) [213]
                0.00    0.00       1/2           cl::Device* std::vector<cl::Device, std::allocator<cl::Device> >::_M_allocate_and_copy<_cl_device_id**>(unsigned long, _cl_device_id**, _cl_device_id**) [214]
[88]     0.0    0.00    0.00       2         std::_Vector_base<cl::Device, std::allocator<cl::Device> >::_M_allocate(unsigned long) [88]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<cl::Device>::allocate(unsigned long, void const*) [68]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<cl::Device, std::allocator<cl::Device> >::_Vector_base() [91]
[89]     0.0    0.00    0.00       2         std::_Vector_base<cl::Device, std::allocator<cl::Device> >::_Vector_impl::_Vector_impl() [89]
                0.00    0.00       2/2           std::allocator<cl::Device>::allocator() [84]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<cl::Device, std::allocator<cl::Device> >::~_Vector_base() [92]
[90]     0.0    0.00    0.00       2         std::_Vector_base<cl::Device, std::allocator<cl::Device> >::_Vector_impl::~_Vector_impl() [90]
                0.00    0.00       2/2           std::allocator<cl::Device>::~allocator() [85]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<cl::Device, std::allocator<cl::Device> >::vector() [95]
[91]     0.0    0.00    0.00       2         std::_Vector_base<cl::Device, std::allocator<cl::Device> >::_Vector_base() [91]
                0.00    0.00       2/2           std::_Vector_base<cl::Device, std::allocator<cl::Device> >::_Vector_impl::_Vector_impl() [89]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<cl::Device, std::allocator<cl::Device> >::~vector() [96]
[92]     0.0    0.00    0.00       2         std::_Vector_base<cl::Device, std::allocator<cl::Device> >::~_Vector_base() [92]
                0.00    0.00       2/4           std::_Vector_base<cl::Device, std::allocator<cl::Device> >::_M_deallocate(cl::Device*, unsigned long) [25]
                0.00    0.00       2/2           std::_Vector_base<cl::Device, std::allocator<cl::Device> >::_Vector_impl::~_Vector_impl() [90]
-----------------------------------------------
                0.00    0.00       1/2           std::_Vector_base<cl::Platform, std::allocator<cl::Platform> >::~_Vector_base() [198]
                0.00    0.00       1/2           void std::vector<cl::Platform, std::allocator<cl::Platform> >::_M_assign_aux<_cl_platform_id**>(_cl_platform_id**, _cl_platform_id**, std::forward_iterator_tag) [217]
[93]     0.0    0.00    0.00       2         std::_Vector_base<cl::Platform, std::allocator<cl::Platform> >::_M_deallocate(cl::Platform*, unsigned long) [93]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<cl::Platform>::deallocate(cl::Platform*, unsigned long) [156]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<std::pair<char const*, unsigned long>, std::allocator<std::pair<char const*, unsigned long> > >::~vector() [226]
                0.00    0.00       1/2           std::vector<std::pair<char const*, unsigned long>, std::allocator<std::pair<char const*, unsigned long> > >::_M_fill_initialize(unsigned long, std::pair<char const*, unsigned long> const&) [224]
[94]     0.0    0.00    0.00       2         std::_Vector_base<std::pair<char const*, unsigned long>, std::allocator<std::pair<char const*, unsigned long> > >::_M_get_Tp_allocator() [94]
-----------------------------------------------
                0.00    0.00       1/2           main [6]
                0.00    0.00       1/2           cl::detail::param_traits<cl::detail::cl_context_info, 4225>::param_type cl::Context::getInfo<4225>(int*) const [175]
[95]     0.0    0.00    0.00       2         std::vector<cl::Device, std::allocator<cl::Device> >::vector() [95]
                0.00    0.00       2/2           std::_Vector_base<cl::Device, std::allocator<cl::Device> >::_Vector_base() [91]
-----------------------------------------------
                0.00    0.00       2/2           main [6]
[96]     0.0    0.00    0.00       2         std::vector<cl::Device, std::allocator<cl::Device> >::~vector() [96]
                0.00    0.00       2/6           std::_Vector_base<cl::Device, std::allocator<cl::Device> >::_M_get_Tp_allocator() [20]
